Country,Code_FdGp,Crop,Tagname,Desc,Units,Values
Romania,2511,Wheat,RIBF,RIBOFLAVIN (B3),mg/kg,0
Romania,2511,Wheat,NIA,NIACIN (B3),mg/kg,0
Romania,2511,Wheat,VITD,VIT. D,IU/kg,0
Romania,2514,Maize,FE,IRON,mg/kg,0
Romania,2514,Maize,FOL,FOLIC ACID,mg/kg,0
Romania,2514,Maize,ZN,ZINC,mg/kg,0
Romania,2514,Maize,VITB12,B12,mg/kg,0
Romania,2514,Maize,VITA_RAE,VIT. A,_g RAE/kg,0
Romania,2514,Maize,THIA,THIAMIN (B1),mg/kg,0
Romania,2514,Maize,RIBF,RIBOFLAVIN (B3),mg/kg,0
Romania,2514,Maize,NIA,NIACIN (B3),mg/kg,0
Romania,2514,Maize,VITD,VIT. D,IU/kg,0
Romania,2805,Rice,FE,IRON,mg/kg,0
Romania,2805,Rice,FOL,FOLIC ACID,mg/kg,0
Romania,2805,Rice,ZN,ZINC,mg/kg,0
Romania,2805,Rice,VITB12,B12,mg/kg,0
Romania,2805,Rice,VITA_RAE,VIT. A,_g RAE/kg,0
Romania,2805,Rice,THIA,THIAMIN (B1),mg/kg,0
Romania,2805,Rice,RIBF,RIBOFLAVIN (B3),mg/kg,0
Romania,2805,Rice,NIA,NIACIN (B3),mg/kg,0
Romania,2805,Rice,VITD,VIT. D,IU/kg,0
Romania,2848,Milk,FE,IRON,mg/kg,0
Romania,2848,Milk,FOL,FOLIC ACID,mg/kg,0
Romania,2848,Milk,ZN,ZINC,mg/kg,0
Romania,2848,Milk,VITB12,B12,mg/kg,0
Romania,2848,Milk,VITA_RAE,VIT. A,IU/kg,0
Romania,2848,Milk,THIA,THIAMIN (B1),mg/kg,0
Romania,2848,Milk,RIBF,RIBOFLAVIN (B3),mg/kg,0
Romania,2848,Milk,NIA,NIACIN (B3),mg/kg,0
Romania,2848,Milk,VITD,VIT. D,IU/kg,0
Romania,2542,Sugar,FE,IRON,mg/kg,0
Romania,2542,Sugar,FOL,FOLIC ACID,mg/kg,0
Romania,2542,Sugar,ZN,ZINC,mg/kg,0
Romania,2542,Sugar,VITB12,B12,mg/kg,0
Romania,2542,Sugar,VITA_RAE,VIT. A,IU/kg,0
Romania,2542,Sugar,THIA,THIAMIN (B1),mg/kg,0
Romania,2542,Sugar,RIBF,RIBOFLAVIN (B3),mg/kg,0
Romania,2542,Sugar,NIA,NIACIN (B3),mg/kg,0
Romania,2542,Sugar,VITD,VIT. D,IU/kg,0
Romania,2586,Margarine,FE,IRON,mg/kg,0
Romania,2586,Margarine,FOL,FOLIC ACID,mg/kg,0
Romania,2586,Margarine,ZN,ZINC,mg/kg,0
Romania,2586,Margarine,VITB12,B12,mg/kg,0
Romania,2586,Margarine,VITA_RAE,VIT. A,IU/kg,0
Romania,2586,Margarine,THIA,THIAMIN (B1),mg/kg,0
Romania,2586,Margarine,RIBF,RIBOFLAVIN (B3),mg/kg,0
Romania,2586,Margarine,NIA,NIACIN (B3),mg/kg,0
Romania,2586,Margarine,VITD,VIT. D,IU/kg,0
Romania,2570000,Cooking Oil,FE,IRON,mg/kg,0
Romania,2570000,Cooking Oil,FOL,FOLIC ACID,mg/kg,0
Romania,2570000,Cooking Oil,ZN,ZINC,mg/kg,0
Romania,2570000,Cooking Oil,VITB12,B12,mg/kg,0
Romania,2570000,Cooking Oil,VITA_RAE,VIT. A,IU/kg,0
Romania,2570000,Cooking Oil,THIA,THIAMIN (B1),mg/kg,0
Romania,2570000,Cooking Oil,RIBF,RIBOFLAVIN (B3),mg/kg,0
Romania,2570000,Cooking Oil,NIA,NIACIN (B3),mg/kg,0
Romania,2570000,Cooking Oil,VITD,VIT. D,IU/kg,0
Russian Federation,2511,Wheat,FE,IRON,mg/kg,0
Russian Federation,2511,Wheat,FOL,FOLIC ACID,mg/kg,0
Russian Federation,2511,Wheat,ZN,ZINC,mg/kg,0
Russian Federation,2511,Wheat,VITB12,B12,mg/kg,0
Russian Federation,2511,Wheat,VITA_RAE,VIT. A,_g RAE/kg,0
Russian Federation,2511,Wheat,THIA,THIAMIN (B1),mg/kg,0
Russian Federation,2511,Wheat,RIBF,RIBOFLAVIN (B3),mg/kg,0
Russian Federation,2511,Wheat,NIA,NIACIN (B3),mg/kg,0
Russian Federation,2511,Wheat,VITD,VIT. D,IU/kg,0
Russian Federation,2514,Maize,FE,IRON,mg/kg,0
Russian Federation,2514,Maize,FOL,FOLIC ACID,mg/kg,0
Russian Federation,2514,Maize,ZN,ZINC,mg/kg,0
Russian Federation,2514,Maize,VITB12,B12,mg/kg,0
Russian Federation,2514,Maize,VITA_RAE,VIT. A,_g RAE/kg,0
Russian Federation,2514,Maize,THIA,THIAMIN (B1),mg/kg,0
Russian Federation,2514,Maize,RIBF,RIBOFLAVIN (B3),mg/kg,0
Russian Federation,2514,Maize,NIA,NIACIN (B3),mg/kg,0
Russian Federation,2514,Maize,VITD,VIT. D,IU/kg,0
Russian Federation,2805,Rice,FE,IRON,mg/kg,0
Russian Federation,2805,Rice,FOL,FOLIC ACID,mg/kg,0
Russian Federation,2805,Rice,ZN,ZINC,mg/kg,0
Russian Federation,2805,Rice,VITB12,B12,mg/kg,0
Russian Federation,2805,Rice,VITA_RAE,VIT. A,_g RAE/kg,0
Russian Federation,2805,Rice,THIA,THIAMIN (B1),mg/kg,0
Russian Federation,2805,Rice,RIBF,RIBOFLAVIN (B3),mg/kg,0
Russian Federation,2805,Rice,NIA,NIACIN (B3),mg/kg,0
Russian Federation,2805,Rice,VITD,VIT. D,IU/kg,0
Russian Federation,2848,Milk,FE,IRON,mg/kg,0
Russian Federation,2848,Milk,FOL,FOLIC ACID,mg/kg,0
Russian Federation,2848,Milk,ZN,ZINC,mg/kg,0
Russian Federation,2848,Milk,VITB12,B12,mg/kg,0
Russian Federation,2848,Milk,VITA_RAE,VIT. A,IU/kg,0
Russian Federation,2848,Milk,THIA,THIAMIN (B1),mg/kg,0
Russian Federation,2848,Milk,RIBF,RIBOFLAVIN (B3),mg/kg,0
Russian Federation,2848,Milk,NIA,NIACIN (B3),mg/kg,0
Russian Federation,2848,Milk,VITD,VIT. D,IU/kg,0
Russian Federation,2542,Sugar,FE,IRON,mg/kg,0
Russian Federation,2542,Sugar,FOL,FOLIC ACID,mg/kg,0
Russian Federation,2542,Sugar,ZN,ZINC,mg/kg,0
Russian Federation,2542,Sugar,VITB12,B12,mg/kg,0
Russian Federation,2542,Sugar,VITA_RAE,VIT. A,IU/kg,0
Russian Federation,2542,Sugar,THIA,THIAMIN (B1),mg/kg,0
Russian Federation,2542,Sugar,RIBF,RIBOFLAVIN (B3),mg/kg,0
Russian Federation,2542,Sugar,NIA,NIACIN (B3),mg/kg,0
Russian Federation,2542,Sugar,VITD,VIT. D,IU/kg,0
Russian Federation,2586,Margarine,FE,IRON,mg/kg,0
Russian Federation,2586,Margarine,FOL,FOLIC ACID,mg/kg,0
Russian Federation,2586,Margarine,ZN,ZINC,mg/kg,0
Russian Federation,2586,Margarine,VITB12,B12,mg/kg,0
Russian Federation,2586,Margarine,VITA_RAE,VIT. A,IU/kg,0
Russian Federation,2586,Margarine,THIA,THIAMIN (B1),mg/kg,0
Russian Federation,2586,Margarine,RIBF,RIBOFLAVIN (B3),mg/kg,0
Russian Federation,2586,Margarine,NIA,NIACIN (B3),mg/kg,0
Russian Federation,2586,Margarine,VITD,VIT. D,IU/kg,0
Russian Federation,2570000,Cooking Oil,FE,IRON,mg/kg,0
Russian Federation,2570000,Cooking Oil,FOL,FOLIC ACID,mg/kg,0
Russian Federation,2570000,Cooking Oil,ZN,ZINC,mg/kg,0
Russian Federation,2570000,Cooking Oil,VITB12,B12,mg/kg,0
Russian Federation,2570000,Cooking Oil,VITA_RAE,VIT. A,IU/kg,0
Russian Federation,2570000,Cooking Oil,THIA,THIAMIN (B1),mg/kg,0
Russian Federation,2570000,Cooking Oil,RIBF,RIBOFLAVIN (B3),mg/kg,0
Russian Federation,2570000,Cooking Oil,NIA,NIACIN (B3),mg/kg,0
Russian Federation,2570000,Cooking Oil,VITD,VIT. D,IU/kg,0
Rwanda,2511,Wheat,FE,IRON,mg/kg,20
Rwanda,2511,Wheat,FOL,FOLIC ACID,mg/kg,1.1
Rwanda,2511,Wheat,ZN,ZINC,mg/kg,60
Rwanda,2511,Wheat,VITB12,B12,mg/kg,0.01
Rwanda,2511,Wheat,VITA_RAE,VIT. A,_g RAE/kg,1000
Rwanda,2511,Wheat,THIA,THIAMIN (B1),mg/kg,0
Rwanda,2511,Wheat,RIBF,RIBOFLAVIN (B3),mg/kg,0
Rwanda,2511,Wheat,NIA,NIACIN (B3),mg/kg,0
Rwanda,2511,Wheat,VITD,VIT. D,IU/kg,0
Rwanda,2514,Maize,FE,IRON,mg/kg,10
Rwanda,2514,Maize,FOL,FOLIC ACID,mg/kg,0.6
Rwanda,2514,Maize,ZN,ZINC,mg/kg,49
Rwanda,2514,Maize,VITB12,B12,mg/kg,0.015
Rwanda,2514,Maize,VITA_RAE,VIT. A,_g RAE/kg,1000
Rwanda,2514,Maize,THIA,THIAMIN (B1),mg/kg,0
Rwanda,2514,Maize,RIBF,RIBOFLAVIN (B3),mg/kg,0
Rwanda,2514,Maize,NIA,NIACIN (B3),mg/kg,0
Rwanda,2514,Maize,VITD,VIT. D,IU/kg,0
Rwanda,2805,Rice,FE,IRON,mg/kg,0
Rwanda,2805,Rice,FOL,FOLIC ACID,mg/kg,0
Rwanda,2805,Rice,ZN,ZINC,mg/kg,0
Rwanda,2805,Rice,VITB12,B12,mg/kg,0
Rwanda,2805,Rice,VITA_RAE,VIT. A,_g RAE/kg,0
Rwanda,2805,Rice,THIA,THIAMIN (B1),mg/kg,0
Rwanda,2805,Rice,RIBF,RIBOFLAVIN (B3),mg/kg,0
Rwanda,2805,Rice,NIA,NIACIN (B3),mg/kg,0
Rwanda,2805,Rice,VITD,VIT. D,IU/kg,0
Rwanda,2848,Milk,FE,IRON,mg/kg,0
Rwanda,2848,Milk,FOL,FOLIC ACID,mg/kg,0
Rwanda,2848,Milk,ZN,ZINC,mg/kg,0
Rwanda,2848,Milk,VITB12,B12,mg/kg,0
Rwanda,2848,Milk,VITA_RAE,VIT. A,IU/kg,0
Rwanda,2848,Milk,THIA,THIAMIN (B1),mg/kg,0
Rwanda,2848,Milk,RIBF,RIBOFLAVIN (B3),mg/kg,0
Rwanda,2848,Milk,NIA,NIACIN (B3),mg/kg,0
Rwanda,2848,Milk,VITD,VIT. D,IU/kg,0
Rwanda,2542,Sugar,FE,IRON,mg/kg,0
Rwanda,2542,Sugar,FOL,FOLIC ACID,mg/kg,0
Rwanda,2542,Sugar,ZN,ZINC,mg/kg,0
Rwanda,2542,Sugar,VITB12,B12,mg/kg,0
Rwanda,2542,Sugar,VITA_RAE,VIT. A,IU/kg,0
Rwanda,2542,Sugar,THIA,THIAMIN (B1),mg/kg,0
Rwanda,2542,Sugar,RIBF,RIBOFLAVIN (B3),mg/kg,0
Rwanda,2542,Sugar,NIA,NIACIN (B3),mg/kg,0
Rwanda,2542,Sugar,VITD,VIT. D,IU/kg,0
Rwanda,2586,Margarine,FE,IRON,mg/kg,0
Rwanda,2586,Margarine,FOL,FOLIC ACID,mg/kg,0
Rwanda,2586,Margarine,ZN,ZINC,mg/kg,0
Rwanda,2586,Margarine,VITB12,B12,mg/kg,0
Rwanda,2586,Margarine,VITA_RAE,VIT. A,IU/kg,0
Rwanda,2586,Margarine,THIA,THIAMIN (B1),mg/kg,0
Rwanda,2586,Margarine,RIBF,RIBOFLAVIN (B3),mg/kg,0
Rwanda,2586,Margarine,NIA,NIACIN (B3),mg/kg,0
Rwanda,2586,Margarine,VITD,VIT. D,IU/kg,0
Rwanda,2570000,Cooking Oil,FE,IRON,mg/kg,0
Rwanda,2570000,Cooking Oil,FOL,FOLIC ACID,mg/kg,0
Rwanda,2570000,Cooking Oil,ZN,ZINC,mg/kg,0
Rwanda,2570000,Cooking Oil,VITB12,B12,mg/kg,0
Rwanda,2570000,Cooking Oil,VITA_RAE,VIT. A,IU/kg,0
Rwanda,2570000,Cooking Oil,THIA,THIAMIN (B1),mg/kg,0
Rwanda,2570000,Cooking Oil,RIBF,RIBOFLAVIN (B3),mg/kg,0
Rwanda,2570000,Cooking Oil,NIA,NIACIN (B3),mg/kg,0
Rwanda,2570000,Cooking Oil,VITD,VIT. D,IU/kg,0
Saint Kitts and Nevis,2511,Wheat,FE,IRON,mg/kg,29
Saint Kitts and Nevis,2511,Wheat,FOL,FOLIC ACID,mg/kg,0
Saint Kitts and Nevis,2511,Wheat,ZN,ZINC,mg/kg,0
Saint Kitts and Nevis,2511,Wheat,VITB12,B12,mg/kg,0
Saint Kitts and Nevis,2511,Wheat,VITA_RAE,VIT. A,_g RAE/kg,0
Saint Kitts and Nevis,2511,Wheat,THIA,THIAMIN (B1),mg/kg,6.05
Saint Kitts and Nevis,2511,Wheat,RIBF,RIBOFLAVIN (B3),mg/kg,0
Saint Kitts and Nevis,2511,Wheat,NIA,NIACIN (B3),mg/kg,50
Saint Kitts and Nevis,2511,Wheat,VITD,VIT. D,IU/kg,0
Saint Kitts and Nevis,2514,Maize,FE,IRON,mg/kg,0
Saint Kitts and Nevis,2514,Maize,FOL,FOLIC ACID,mg/kg,0
Saint Kitts and Nevis,2514,Maize,ZN,ZINC,mg/kg,0
Saint Kitts and Nevis,2514,Maize,VITB12,B12,mg/kg,0
Saint Kitts and Nevis,2514,Maize,VITA_RAE,VIT. A,_g RAE/kg,0
Saint Kitts and Nevis,2514,Maize,THIA,THIAMIN (B1),mg/kg,0
Saint Kitts and Nevis,2514,Maize,RIBF,RIBOFLAVIN (B3),mg/kg,0
Saint Kitts and Nevis,2514,Maize,NIA,NIACIN (B3),mg/kg,0
Saint Kitts and Nevis,2514,Maize,VITD,VIT. D,IU/kg,0
Saint Kitts and Nevis,2805,Rice,FE,IRON,mg/kg,0
Saint Kitts and Nevis,2805,Rice,FOL,FOLIC ACID,mg/kg,0
Saint Kitts and Nevis,2805,Rice,ZN,ZINC,mg/kg,0
Saint Kitts and Nevis,2805,Rice,VITB12,B12,mg/kg,0
Saint Kitts and Nevis,2805,Rice,VITA_RAE,VIT. A,_g RAE/kg,0
Saint Kitts and Nevis,2805,Rice,THIA,THIAMIN (B1),mg/kg,0
Saint Kitts and Nevis,2805,Rice,RIBF,RIBOFLAVIN (B3),mg/kg,0
Saint Kitts and Nevis,2805,Rice,NIA,NIACIN (B3),mg/kg,0
Saint Kitts and Nevis,2805,Rice,VITD,VIT. D,IU/kg,0
Saint Kitts and Nevis,2848,Milk,FE,IRON,mg/kg,0
Saint Kitts and Nevis,2848,Milk,FOL,FOLIC ACID,mg/kg,0
Saint Kitts and Nevis,2848,Milk,ZN,ZINC,mg/kg,0
Saint Kitts and Nevis,2848,Milk,VITB12,B12,mg/kg,0
Saint Kitts and Nevis,2848,Milk,VITA_RAE,VIT. A,IU/kg,0
Saint Kitts and Nevis,2848,Milk,THIA,THIAMIN (B1),mg/kg,0
Saint Kitts and Nevis,2848,Milk,RIBF,RIBOFLAVIN (B3),mg/kg,0
Saint Kitts and Nevis,2848,Milk,NIA,NIACIN (B3),mg/kg,0
Saint Kitts and Nevis,2848,Milk,VITD,VIT. D,IU/kg,0
Saint Kitts and Nevis,2542,Sugar,FE,IRON,mg/kg,0
Saint Kitts and Nevis,2542,Sugar,FOL,FOLIC ACID,mg/kg,0
Saint Kitts and Nevis,2542,Sugar,ZN,ZINC,mg/kg,0
Saint Kitts and Nevis,2542,Sugar,VITB12,B12,mg/kg,0
Saint Kitts and Nevis,2542,Sugar,VITA_RAE,VIT. A,IU/kg,0
Saint Kitts and Nevis,2542,Sugar,THIA,THIAMIN (B1),mg/kg,0
Saint Kitts and Nevis,2542,Sugar,RIBF,RIBOFLAVIN (B3),mg/kg,0
Saint Kitts and Nevis,2542,Sugar,NIA,NIACIN (B3),mg/kg,0
Saint Kitts and Nevis,2542,Sugar,VITD,VIT. D,IU/kg,0
Saint Kitts and Nevis,2586,Margarine,FE,IRON,mg/kg,0
Saint Kitts and Nevis,2586,Margarine,FOL,FOLIC ACID,mg/kg,0
Saint Kitts and Nevis,2586,Margarine,ZN,ZINC,mg/kg,0
Saint Kitts and Nevis,2586,Margarine,VITB12,B12,mg/kg,0
Saint Kitts and Nevis,2586,Margarine,VITA_RAE,VIT. A,IU/kg,0
Saint Kitts and Nevis,2586,Margarine,THIA,THIAMIN (B1),mg/kg,0
Saint Kitts and Nevis,2586,Margarine,RIBF,RIBOFLAVIN (B3),mg/kg,0
Saint Kitts and Nevis,2586,Margarine,NIA,NIACIN (B3),mg/kg,0
Saint Kitts and Nevis,2586,Margarine,VITD,VIT. D,IU/kg,0
Saint Kitts and Nevis,2570000,Cooking Oil,FE,IRON,mg/kg,0
Saint Kitts and Nevis,2570000,Cooking Oil,FOL,FOLIC ACID,mg/kg,0
Saint Kitts and Nevis,2570000,Cooking Oil,ZN,ZINC,mg/kg,0
Saint Kitts and Nevis,2570000,Cooking Oil,VITB12,B12,mg/kg,0
Saint Kitts and Nevis,2570000,Cooking Oil,VITA_RAE,VIT. A,IU/kg,0
Saint Kitts and Nevis,2570000,Cooking Oil,THIA,THIAMIN (B1),mg/kg,0
Saint Kitts and Nevis,2570000,Cooking Oil,RIBF,RIBOFLAVIN (B3),mg/kg,0
Saint Kitts and Nevis,2570000,Cooking Oil,NIA,NIACIN (B3),mg/kg,0
Saint Kitts and Nevis,2570000,Cooking Oil,VITD,VIT. D,IU/kg,0
Saint Lucia,2511,Wheat,FE,IRON,mg/kg,29
Saint Lucia,2511,Wheat,FOL,FOLIC ACID,mg/kg,0
Saint Lucia,2511,Wheat,ZN,ZINC,mg/kg,0
Saint Lucia,2511,Wheat,VITB12,B12,mg/kg,0
Saint Lucia,2511,Wheat,VITA_RAE,VIT. A,_g RAE/kg,0
Saint Lucia,2511,Wheat,THIA,THIAMIN (B1),mg/kg,6.05
Saint Lucia,2511,Wheat,RIBF,RIBOFLAVIN (B3),mg/kg,0
Saint Lucia,2511,Wheat,NIA,NIACIN (B3),mg/kg,50
Saint Lucia,2511,Wheat,VITD,VIT. D,IU/kg,0
Saint Lucia,2514,Maize,FE,IRON,mg/kg,0
Saint Lucia,2514,Maize,FOL,FOLIC ACID,mg/kg,0
Saint Lucia,2514,Maize,ZN,ZINC,mg/kg,0
Saint Lucia,2514,Maize,VITB12,B12,mg/kg,0
Saint Lucia,2514,Maize,VITA_RAE,VIT. A,_g RAE/kg,0
Saint Lucia,2514,Maize,THIA,THIAMIN (B1),mg/kg,0
Saint Lucia,2514,Maize,RIBF,RIBOFLAVIN (B3),mg/kg,0
Saint Lucia,2514,Maize,NIA,NIACIN (B3),mg/kg,0
Saint Lucia,2514,Maize,VITD,VIT. D,IU/kg,0
Saint Lucia,2805,Rice,FE,IRON,mg/kg,0
Saint Lucia,2805,Rice,FOL,FOLIC ACID,mg/kg,0
Saint Lucia,2805,Rice,ZN,ZINC,mg/kg,0
Saint Lucia,2805,Rice,VITB12,B12,mg/kg,0
Saint Lucia,2805,Rice,VITA_RAE,VIT. A,_g RAE/kg,0
Saint Lucia,2805,Rice,THIA,THIAMIN (B1),mg/kg,0
Saint Lucia,2805,Rice,RIBF,RIBOFLAVIN (B3),mg/kg,0
Saint Lucia,2805,Rice,NIA,NIACIN (B3),mg/kg,0
Saint Lucia,2805,Rice,VITD,VIT. D,IU/kg,0
Saint Lucia,2848,Milk,FE,IRON,mg/kg,0
Saint Lucia,2848,Milk,FOL,FOLIC ACID,mg/kg,0
Saint Lucia,2848,Milk,ZN,ZINC,mg/kg,0
Saint Lucia,2848,Milk,VITB12,B12,mg/kg,0
Saint Lucia,2848,Milk,VITA_RAE,VIT. A,IU/kg,0
Saint Lucia,2848,Milk,THIA,THIAMIN (B1),mg/kg,0
Saint Lucia,2848,Milk,RIBF,RIBOFLAVIN (B3),mg/kg,0
Saint Lucia,2848,Milk,NIA,NIACIN (B3),mg/kg,0
Saint Lucia,2848,Milk,VITD,VIT. D,IU/kg,0
Saint Lucia,2542,Sugar,FE,IRON,mg/kg,0
Saint Lucia,2542,Sugar,FOL,FOLIC ACID,mg/kg,0
Saint Lucia,2542,Sugar,ZN,ZINC,mg/kg,0
Saint Lucia,2542,Sugar,VITB12,B12,mg/kg,0
Saint Lucia,2542,Sugar,VITA_RAE,VIT. A,IU/kg,0
Saint Lucia,2542,Sugar,THIA,THIAMIN (B1),mg/kg,0
Saint Lucia,2542,Sugar,RIBF,RIBOFLAVIN (B3),mg/kg,0
Saint Lucia,2542,Sugar,NIA,NIACIN (B3),mg/kg,0
Saint Lucia,2542,Sugar,VITD,VIT. D,IU/kg,0
Saint Lucia,2586,Margarine,FE,IRON,mg/kg,0
Saint Lucia,2586,Margarine,FOL,FOLIC ACID,mg/kg,0
Saint Lucia,2586,Margarine,ZN,ZINC,mg/kg,0
Saint Lucia,2586,Margarine,VITB12,B12,mg/kg,0
Saint Lucia,2586,Margarine,VITA_RAE,VIT. A,IU/kg,0
Saint Lucia,2586,Margarine,THIA,THIAMIN (B1),mg/kg,0
Saint Lucia,2586,Margarine,RIBF,RIBOFLAVIN (B3),mg/kg,0
Saint Lucia,2586,Margarine,NIA,NIACIN (B3),mg/kg,0
Saint Lucia,2586,Margarine,VITD,VIT. D,IU/kg,0
Saint Lucia,2570000,Cooking Oil,FE,IRON,mg/kg,0
Saint Lucia,2570000,Cooking Oil,FOL,FOLIC ACID,mg/kg,0
Saint Lucia,2570000,Cooking Oil,ZN,ZINC,mg/kg,0
Saint Lucia,2570000,Cooking Oil,VITB12,B12,mg/kg,0
Saint Lucia,2570000,Cooking Oil,VITA_RAE,VIT. A,IU/kg,0
Saint Lucia,2570000,Cooking Oil,THIA,THIAMIN (B1),mg/kg,0
Saint Lucia,2570000,Cooking Oil,RIBF,RIBOFLAVIN (B3),mg/kg,0
Saint Lucia,2570000,Cooking Oil,NIA,NIACIN (B3),mg/kg,0
Saint Lucia,2570000,Cooking Oil,VITD,VIT. D,IU/kg,0
Saint Vincent and the Grenadines,2511,Wheat,FE,IRON,mg/kg,29
Saint Vincent and the Grenadines,2511,Wheat,FOL,FOLIC ACID,mg/kg,0
Saint Vincent and the Grenadines,2511,Wheat,ZN,ZINC,mg/kg,0
Saint Vincent and the Grenadines,2511,Wheat,VITB12,B12,mg/kg,0
Saint Vincent and the Grenadines,2511,Wheat,VITA_RAE,VIT. A,_g RAE/kg,0
Saint Vincent and the Grenadines,2511,Wheat,THIA,THIAMIN (B1),mg/kg,6.05
Saint Vincent and the Grenadines,2511,Wheat,RIBF,RIBOFLAVIN (B3),mg/kg,0
Saint Vincent and the Grenadines,2511,Wheat,NIA,NIACIN (B3),mg/kg,50
Saint Vincent and the Grenadines,2511,Wheat,VITD,VIT. D,IU/kg,0
Saint Vincent and the Grenadines,2514,Maize,FE,IRON,mg/kg,0
Saint Vincent and the Grenadines,2514,Maize,FOL,FOLIC ACID,mg/kg,0
Saint Vincent and the Grenadines,2514,Maize,ZN,ZINC,mg/kg,0
Saint Vincent and the Grenadines,2514,Maize,VITB12,B12,mg/kg,0
Saint Vincent and the Grenadines,2514,Maize,VITA_RAE,VIT. A,_g RAE/kg,0
Saint Vincent and the Grenadines,2514,Maize,THIA,THIAMIN (B1),mg/kg,0
Saint Vincent and the Grenadines,2514,Maize,RIBF,RIBOFLAVIN (B3),mg/kg,0
Saint Vincent and the Grenadines,2514,Maize,NIA,NIACIN (B3),mg/kg,0
Saint Vincent and the Grenadines,2514,Maize,VITD,VIT. D,IU/kg,0
Saint Vincent and the Grenadines,2805,Rice,FE,IRON,mg/kg,0
Saint Vincent and the Grenadines,2805,Rice,FOL,FOLIC ACID,mg/kg,0
Saint Vincent and the Grenadines,2805,Rice,ZN,ZINC,mg/kg,0
Saint Vincent and the Grenadines,2805,Rice,VITB12,B12,mg/kg,0
Saint Vincent and the Grenadines,2805,Rice,VITA_RAE,VIT. A,_g RAE/kg,0
Saint Vincent and the Grenadines,2805,Rice,THIA,THIAMIN (B1),mg/kg,0
Saint Vincent and the Grenadines,2805,Rice,RIBF,RIBOFLAVIN (B3),mg/kg,0
Saint Vincent and the Grenadines,2805,Rice,NIA,NIACIN (B3),mg/kg,0
Saint Vincent and the Grenadines,2805,Rice,VITD,VIT. D,IU/kg,0
Saint Vincent and the Grenadines,2848,Milk,FE,IRON,mg/kg,0
Saint Vincent and the Grenadines,2848,Milk,FOL,FOLIC ACID,mg/kg,0
Saint Vincent and the Grenadines,2848,Milk,ZN,ZINC,mg/kg,0
Saint Vincent and the Grenadines,2848,Milk,VITB12,B12,mg/kg,0
Saint Vincent and the Grenadines,2848,Milk,VITA_RAE,VIT. A,IU/kg,0
Saint Vincent and the Grenadines,2848,Milk,THIA,THIAMIN (B1),mg/kg,0
Saint Vincent and the Grenadines,2848,Milk,RIBF,RIBOFLAVIN (B3),mg/kg,0
Saint Vincent and the Grenadines,2848,Milk,NIA,NIACIN (B3),mg/kg,0
Saint Vincent and the Grenadines,2848,Milk,VITD,VIT. D,IU/kg,0
Saint Vincent and the Grenadines,2542,Sugar,FE,IRON,mg/kg,0
Saint Vincent and the Grenadines,2542,Sugar,FOL,FOLIC ACID,mg/kg,0
Saint Vincent and the Grenadines,2542,Sugar,ZN,ZINC,mg/kg,0
Saint Vincent and the Grenadines,2542,Sugar,VITB12,B12,mg/kg,0
Saint Vincent and the Grenadines,2542,Sugar,VITA_RAE,VIT. A,IU/kg,0
Saint Vincent and the Grenadines,2542,Sugar,THIA,THIAMIN (B1),mg/kg,0
Saint Vincent and the Grenadines,2542,Sugar,RIBF,RIBOFLAVIN (B3),mg/kg,0
Saint Vincent and the Grenadines,2542,Sugar,NIA,NIACIN (B3),mg/kg,0
Saint Vincent and the Grenadines,2542,Sugar,VITD,VIT. D,IU/kg,0
Saint Vincent and the Grenadines,2586,Margarine,FE,IRON,mg/kg,0
Saint Vincent and the Grenadines,2586,Margarine,FOL,FOLIC ACID,mg/kg,0
Saint Vincent and the Grenadines,2586,Margarine,ZN,ZINC,mg/kg,0
Saint Vincent and the Grenadines,2586,Margarine,VITB12,B12,mg/kg,0
Saint Vincent and the Grenadines,2586,Margarine,VITA_RAE,VIT. A,IU/kg,0
Saint Vincent and the Grenadines,2586,Margarine,THIA,THIAMIN (B1),mg/kg,0
Saint Vincent and the Grenadines,2586,Margarine,RIBF,RIBOFLAVIN (B3),mg/kg,0
Saint Vincent and the Grenadines,2586,Margarine,NIA,NIACIN (B3),mg/kg,0
Saint Vincent and the Grenadines,2586,Margarine,VITD,VIT. D,IU/kg,0
Saint Vincent and the Grenadines,2570000,Cooking Oil,FE,IRON,mg/kg,0
Saint Vincent and the Grenadines,2570000,Cooking Oil,FOL,FOLIC ACID,mg/kg,0
Saint Vincent and the Grenadines,2570000,Cooking Oil,ZN,ZINC,mg/kg,0
Saint Vincent and the Grenadines,2570000,Cooking Oil,VITB12,B12,mg/kg,0
Saint Vincent and the Grenadines,2570000,Cooking Oil,VITA_RAE,VIT. A,IU/kg,0
Saint Vincent and the Grenadines,2570000,Cooking Oil,THIA,THIAMIN (B1),mg/kg,0
Saint Vincent and the Grenadines,2570000,Cooking Oil,RIBF,RIBOFLAVIN (B3),mg/kg,0
Saint Vincent and the Grenadines,2570000,Cooking Oil,NIA,NIACIN (B3),mg/kg,0
Saint Vincent and the Grenadines,2570000,Cooking Oil,VITD,VIT. D,IU/kg,0
Samoa,2511,Wheat,FE,IRON,mg/kg,0
Samoa,2511,Wheat,FOL,FOLIC ACID,mg/kg,0
Samoa,2511,Wheat,ZN,ZINC,mg/kg,0
Samoa,2511,Wheat,VITB12,B12,mg/kg,0
